"","StartDate","EndDate","Status","IPAddress","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","edu","hispanic","race_1","race_2","race_3","race_4","race_5","race_6","race_6_TEXT","sex","income","state","age","reltrad","reltrad_14_TEXT","protestant_denom","protestant_denom_16_TEXT","baptist_church","baptist_church_11_TEXT","methodist_church","methodist_church_6_TEXT","nondenom_church","nondenom_church_6_TEXT","lutheran_church","lutheran_church_5_TEXT","presbyterian_church","presbyterian_church_7_TEXT","pentecostal_church","pentecostal_church_10_TEXT","episc_church","episc_church_5_TEXT","christian_church","christian_church_4_TEXT","congr_church","congr_church_4_TEXT","holiness_church","holiness_church_7_TEXT","reformed_church","reformed_church_3_TEXT","adventist_church","adventist_church_4_TEXT","catholic_church","catholic_church_6_TEXT","mormon_church","mormon_church_3_TEXT","orthodox_church","orthodox_church_7_TEXT","jewish_group_","jewish_group__5_TEXT","muslim","muslim_4_TEXT","buddhist","buddhist_4_TEXT","hindu","hindu_4_TEXT","ideology","partyid7_","Q146","Q51","Q52","Q119","Q92","Q93","Q94","Q95","Q104","Q104_DO_1","Q104_DO_2","Q104_DO_3","Q104_DO_4","Q106","Q106_DO_1","Q106_DO_2","Q106_DO_3","Q106_DO_4","Q105","Q105_DO_1","Q105_DO_2","Q105_DO_3","Q105_DO_4","Q165","Q57","Q56","Q121","Q69","Q72","Q73","Q74","Q75","Q76","Q70","Q71","Q77","Q78","Q79","Q80","Q81","Q82","Q83","Q84","Q85","Q86","Q87","Q88","Q89","Q90","Q136","Q157","Q155","Q137","Q148","Q138","Q150","Q151","Q152","Q153","Q166","commitment_Israel","proportion_Zionist","SC0","opp","QPMID","Q_TotalDuration","Q_RecaptchaScore","Q_BallotBoxStuffing","Q_RelevantIDFraudScore","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","transaction_id","SVID","region","reindex","gc","term","score_state","tg","pureSpectrumRedirectUrl","pureSpectrumSignatureValue","Countryfavorability_DO_Q93","Countryfavorability_DO_Q94","Countryfavorability_DO_Q92","Countryfavorability_DO_Q95","Countryfavorability_DO_Q91","Conflictknowledge_DO_Q103","Conflictknowledge_DO_Q104","Conflictknowledge_DO_Q106","Conflictknowledge_DO_Q105","Conflictknowledge_DO_Q165","PoliticalViews_DO_Q57","PoliticalViews_DO_Q56","PoliticalViews_DO_Q140","Treatments_DO_historic_religious","Treatments_DO_Q125","Treatments_DO_security_democracy","Treatments_DO_hr_double_standard","Treatments_DO_Q143","Treatments_DO_technology_leader","Treatments_DO_safety_persecution","Anti_IsraelSentiment_DO_Q72","Anti_IsraelSentiment_DO_Q147","Anti_IsraelSentiment_DO_Q69","Anti_IsraelSentiment_DO_Q76","Anti_IsraelSentiment_DO_Q75","Anti_IsraelSentiment_DO_Q74","Anti_IsraelSentiment_DO_Q73","ClassicAntisemitismIndex_DO_Q83","ClassicAntisemitismIndex_DO_Q82","ClassicAntisemitismIndex_DO_Q81","ClassicAntisemitismIndex_DO_Q80","ClassicAntisemitismIndex_DO_Q90","ClassicAntisemitismIndex_DO_Q79","ClassicAntisemitismIndex_DO_Q123","ClassicAntisemitismIndex_DO_Q78","ClassicAntisemitismIndex_DO_Q89","ClassicAntisemitismIndex_DO_Q77","ClassicAntisemitismIndex_DO_Q88","ClassicAntisemitismIndex_DO_Q87","ClassicAntisemitismIndex_DO_Q86","ClassicAntisemitismIndex_DO_Q85","ClassicAntisemitismIndex_DO_Q84","DVs_DO_Q136","DVs_DO_Q137","DVs_DO_Q148","DVs_DO_Q138","DVs_DO_Q155","DVs_DO_Q157","DVs_DO_Q142","JewishZionism_Pro_Israel_DO_Prompt","JewishZionism_Pro_Israel_DO_Q150","JewishZionism_Pro_Israel_DO_Q151","Non_JewishZionist_Pro_Israel_DO_Q152","Non_JewishZionist_Pro_Israel_DO_Q153","JewishAssociationTreatments_DO_Q149","JewishAssociationTreatments_DO_observant_Jew","JewishAssociationTreatments_DO_non_Evangelical","JewishAssociationTreatments_DO_zionist_christian","JewishAssociationTreatments_DO_Q166","JewishAssociationTreatments_DO_technically_Jew","JewishAssociationTreatments_DO_culturally_Jew","JewishAssociationQuestions_DO_commitment_Israel","JewishAssociationQuestions_DO_proportion_Zionist","pid","ideol","wts"
"422",2023-06-09 19:07:35,2023-06-09 19:13:43,0,"64.188.176.117",100,368,1,2023-06-09 19:13:44,"R_1nTo44xnUtIGmbj","","","","","33.5566","-116.1572","anonymous","EN",10,1,1,NA,NA,NA,NA,NA,"",2,5,5,16,2,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",1,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,2,2,1,3,2,3,3,3,3,1,1,2,3,4,1,1,2,3,4,1,1,2,3,4,4,3,3,4,4,4,3,3,3,3,4,NA,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,3,2,2,3,3,NA,3,NA,1,NA,2,4,"Qual2515-0424-GenPop4K[ND]","17035","368","","","","","","60oXQXR59ZrHzMHt5lYvKm","15311673","west","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=60oXQXR59ZrHzMHt5lYvKm&ps_hash=1bee7a0a1fd1497fead7c4a5924b5f65181812ce","1bee7a0a1fd1497fead7c4a5924b5f65181812ce",3,5,4,2,1,1,2,3,4,5,3,2,1,NA,2,NA,NA,1,NA,NA,6,1,4,3,5,2,7,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,4,6,2,3,7,5,1,1,2,NA,1,NA,1,2,NA,NA,3,NA,NA,NA,1,"Democrat","Moderate",1.30074001389017
"423",2023-06-09 19:11:33,2023-06-09 19:19:13,0,"166.199.51.200",100,459,1,2023-06-09 19:19:13,"R_A0ChS7FLTseYguZ","","","","","32.3564","-92.7085","anonymous","EN",11,1,1,NA,NA,NA,NA,NA,"",2,11,19,23,1,"",3,"",NA,"",2,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,4,2,2,NA,6,2,3,2,2,2,4,3,2,1,1,4,3,2,1,2,4,3,2,1,4,3,3,3,5,3,2,3,2,4,3,3,2,2,3,2,2,2,2,2,3,3,3,3,2,2,3,3,4,2,2,2,NA,3,NA,2,1,4,NA,3,"Qual2515-0424-GenPop4K[ND]","17035","459","","","","","","1FhSNXIS4zJj3BTTUrBgOX","15311673","south","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1FhSNXIS4zJj3BTTUrBgOX&ps_hash=332bf94a0e0fafa43c8e9edcc9d0bb84309e25fc","332bf94a0e0fafa43c8e9edcc9d0bb84309e25fc",5,3,2,4,1,1,4,3,2,5,3,2,1,NA,NA,NA,NA,1,NA,2,6,1,4,5,3,7,2,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,5,2,4,3,7,6,1,1,NA,2,NA,1,1,NA,NA,NA,3,2,NA,1,NA,"Independent","Moderate",1.0982494527555
"424",2023-06-09 19:08:38,2023-06-09 19:20:29,0,"172.59.232.210",100,710,1,2023-06-09 19:20:30,"R_1P1RZc4r4s8HOts","","","","","29.3582","-98.429","anonymous","EN",4,1,1,NA,NA,NA,NA,NA,"",2,3,45,4,5,"",16,"Apostolic",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,2,3,2,NA,1,2,3,2,2,3,1,2,3,4,3,1,2,3,4,4,1,2,3,4,4,2,3,4,3,3,4,4,2,3,3,5,3,3,1,3,2,4,2,3,2,2,3,3,3,3,3,3,4,2,2,4,3,NA,2,NA,1,NA,1,3,"Qual2515-0424-GenPop4K[ND]","17035","710","","","","","","6nVH1KS4q64ENC5kbKMSdX","15311673","south","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=6nVH1KS4q64ENC5kbKMSdX&ps_hash=695afcd11e2357e5651d6c6be5988607fe907468","695afcd11e2357e5651d6c6be5988607fe907468",4,3,5,2,1,1,2,4,3,5,3,2,1,NA,NA,2,NA,1,NA,NA,2,1,3,7,6,4,5,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,4,2,3,7,6,5,1,1,2,NA,1,NA,1,NA,NA,NA,3,NA,2,NA,1,"Democrat","Moderate",1.30074001389017
"425",2023-06-09 19:16:04,2023-06-09 19:25:56,0,"47.37.89.188",100,592,1,2023-06-09 19:25:57,"R_3IXk6N4LLU53WdN","","","","","32.3322","-96.6206","anonymous","EN",9,1,1,NA,NA,NA,NA,NA,"",2,8,45,13,11,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",1,3,1,2,NA,1,1,2,2,2,2,4,3,2,1,2,4,3,2,1,2,4,3,2,1,4,2,2,4,4,3,2,3,3,3,4,NA,2,2,3,3,3,3,1,4,4,4,4,4,4,1,2,4,4,1,1,1,4,NA,NA,3,1,NA,3,3,"Qual2515-0424-GenPop4K[ND]","17035","592","","","","","","4F4S93pYkkvzEWS07QUQSc","15311673","south","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=4F4S93pYkkvzEWS07QUQSc&ps_hash=9605393516f2615ee48f4d24db899b4e852aacea","9605393516f2615ee48f4d24db899b4e852aacea",3,5,2,4,1,1,3,2,4,5,2,3,1,NA,NA,NA,NA,1,2,NA,2,1,5,6,4,7,3,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,2,6,3,7,4,5,1,1,2,NA,NA,1,1,NA,NA,2,3,NA,NA,NA,1,"Independent","Liberal",1.06254965960808
"426",2023-06-09 19:22:33,2023-06-09 19:29:55,0,"99.45.223.194",100,441,1,2023-06-09 19:29:55,"R_2zHKtFfcGaQIB5M","","","","","25.9972","-80.3259","anonymous","EN",9,1,NA,NA,NA,NA,NA,1,"Afrolatinamerican",2,8,10,28,5,"",1,"",NA,"",NA,"",4,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,4,3,2,NA,1,1,1,1,1,2,1,2,3,4,2,1,2,3,4,3,1,2,3,4,4,2,1,4,6,6,1,1,1,1,6,NA,1,1,1,1,3,3,1,4,4,4,4,4,4,1,3,4,4,1,1,2,NA,1,3,NA,1,1,NA,3,"Qual2515-0424-GenPop4K[ND]","17035","441","","","","","","15nhi6b3S1rXfIDKmeIoZQ","15311673","south","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=15nhi6b3S1rXfIDKmeIoZQ&ps_hash=5f3a670c932b446d3e9a19dd9e191b9ab6988101","5f3a670c932b446d3e9a19dd9e191b9ab6988101",4,3,5,2,1,1,4,2,3,5,3,2,1,2,NA,NA,NA,1,NA,NA,4,1,5,2,7,3,6,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,4,7,5,3,2,6,1,1,NA,2,1,NA,1,NA,NA,NA,3,NA,2,1,NA,"Independent","Moderate",1.0982494527555
"427",2023-06-09 19:18:27,2023-06-09 19:32:52,0,"73.201.103.188",100,864,1,2023-06-09 19:32:52,"R_3qV9rCN90oE35V6","","","","","39.4152","-77.4154","anonymous","EN",10,1,1,NA,NA,NA,NA,NA,"",1,9,5,15,13,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,4,3,1,2,1,1,2,2,2,3,1,2,3,4,3,1,2,3,4,3,1,2,3,4,4,3,2,1,6,6,1,6,1,6,6,NA,1,1,4,1,3,3,2,2,4,3,3,3,4,2,1,1,1,1,1,1,4,NA,4,NA,1,4,NA,4,"Qual2515-0424-GenPop4K[ND]","17035","864","","","","","","3vyDiOEH8XSsZZsyY29Qt3","15311673","west","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=3vyDiOEH8XSsZZsyY29Qt3&ps_hash=cd479e76db1c21d9439765657951b8b317bd5a7d","cd479e76db1c21d9439765657951b8b317bd5a7d",3,4,5,2,1,1,3,2,4,5,2,3,1,NA,2,NA,NA,1,NA,NA,4,1,7,5,3,6,2,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,2,6,7,4,3,5,1,1,2,NA,1,NA,1,NA,NA,NA,3,2,NA,1,NA,"Independent","Moderate",1.0982494527555
"428",2023-06-09 19:25:28,2023-06-09 19:33:08,0,"74.69.79.9",100,460,1,2023-06-09 19:33:09,"R_1Q6OUwWAeRZUrWK","","","","","43.1503","-77.5881","anonymous","EN",4,1,NA,NA,NA,NA,NA,1,"hispanic",2,2,33,23,12,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",5,7,2,1,4,1,3,4,2,3,3,4,3,2,1,2,4,3,2,1,4,4,3,2,1,4,3,3,4,5,5,2,4,1,3,5,NA,2,2,1,2,3,3,2,4,4,3,3,4,1,2,3,3,2,1,1,2,NA,2,NA,3,1,NA,2,1,"Qual2515-0424-GenPop4K[ND]","17035","460","","","","","","2mGa3iDGXVNus3h4DGVMxs","15311673","northeast","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=2mGa3iDGXVNus3h4DGVMxs&ps_hash=ab7ceef32f54f5c84aa2c9899d8fa66ea361fc7e","ab7ceef32f54f5c84aa2c9899d8fa66ea361fc7e",5,3,2,4,1,1,2,3,4,5,2,3,1,NA,NA,NA,NA,1,NA,2,5,1,4,3,7,6,2,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,6,3,5,4,2,7,1,1,NA,2,NA,1,1,NA,NA,2,3,NA,NA,NA,1,"Republican","Conservative",0.761339348690028
"429",2023-06-09 19:30:44,2023-06-09 19:37:10,0,"76.140.119.153",100,385,1,2023-06-09 19:37:10,"R_2s7QwfYwkGxU1hX","","","","","40.7742","-111.8721","anonymous","EN",4,1,1,NA,NA,1,NA,NA,"",2,4,46,25,5,"",1,"",NA,"",NA,"",5,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2,3,2,1,2,4,2,3,3,3,2,4,3,2,1,2,4,3,2,1,3,4,3,2,1,4,3,2,4,3,3,3,3,2,3,4,NA,3,2,3,2,2,2,2,4,3,3,3,4,3,1,2,4,4,2,2,2,4,NA,4,NA,1,NA,3,4,"Qual2515-0424-GenPop4K[ND]","17035","385","","","","","","0xGHcbLG5zWWDV813IfoK0","15311673","west","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=0xGHcbLG5zWWDV813IfoK0&ps_hash=d2aa766024260c96b58d207b716dc6fb44fff291","d2aa766024260c96b58d207b716dc6fb44fff291",5,4,2,3,1,1,3,4,2,5,2,3,1,NA,NA,NA,NA,1,2,NA,3,1,6,7,5,2,4,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,6,4,7,5,2,3,1,1,2,NA,1,NA,1,NA,2,NA,3,NA,NA,NA,1,"Independent","Liberal",1.06254965960808
"430",2023-06-09 19:41:53,2023-06-09 19:46:31,0,"172.58.129.48",100,278,1,2023-06-09 19:46:31,"R_3lKVtRBDcL42Y2F","","","","","25.7806","-80.1826","anonymous","EN",6,1,1,NA,NA,NA,NA,NA,"",3,11,10,2,14,"Spiritual",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",1,1,2,1,4,1,2,1,4,1,4,1,2,3,4,4,1,2,3,4,4,1,2,3,4,4,4,4,4,1,5,6,6,6,1,6,NA,4,1,4,4,4,4,1,4,4,4,4,4,4,1,4,1,1,4,4,4,NA,2,2,NA,1,NA,3,3,"Qual2515-0424-GenPop4K[ND]","17035","278","","","","","","7vcgcrMEgZYHHLkm2FU1Ot","15311673","south","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=7vcgcrMEgZYHHLkm2FU1Ot&ps_hash=7d6e0fe291af7b5b48361eebabd1d559f2f36b80","7d6e0fe291af7b5b48361eebabd1d559f2f36b80",2,5,3,4,1,1,4,2,3,5,3,2,1,NA,NA,NA,NA,1,NA,2,7,1,5,6,2,3,4,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,6,7,2,5,3,4,1,1,NA,2,1,NA,1,NA,2,NA,3,NA,NA,NA,1,"Democrat","Liberal",1.25845804478202
"431",2023-06-09 19:30:12,2023-06-09 19:46:32,0,"174.251.160.168",100,979,1,2023-06-09 19:46:32,"R_2SJJjrfxhdbUT4C","","","","","38.581","-121.4939","anonymous","EN",7,1,1,NA,NA,NA,NA,NA,"",2,6,5,33,5,"",1,"",NA,"",NA,"",5,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",4,6,2,2,NA,7,2,4,3,4,1,4,3,2,1,1,4,3,2,1,1,4,3,2,1,4,4,4,3,4,4,2,3,1,3,4,NA,3,4,2,4,4,4,4,3,4,3,4,3,3,2,3,4,3,3,2,1,4,NA,4,NA,1,1,NA,4,"Qual2515-0424-GenPop4K[ND]","17035","979","","","","","","0K6GQl96JzWowkPGddEDMu","15311673","west","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=0K6GQl96JzWowkPGddEDMu&ps_hash=9860804c8c9dd098dc1710c50d243cb4c8bb5382","9860804c8c9dd098dc1710c50d243cb4c8bb5382",4,5,2,3,1,1,4,3,2,5,3,2,1,NA,2,NA,NA,1,NA,NA,5,1,6,2,3,7,4,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,4,2,5,6,3,7,1,1,2,NA,1,NA,1,2,NA,NA,3,NA,NA,1,NA,"Republican","Conservative",0.761339348690028
"432",2023-06-09 19:38:51,2023-06-09 19:47:26,0,"24.228.211.13",100,515,1,2023-06-09 19:47:27,"R_3Dqf1k8ylNNzSu7","","","","","40.7641","-74.1654","anonymous","EN",6,1,NA,NA,NA,NA,NA,1,"Latina",2,7,31,22,2,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",1,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",4,4,2,2,NA,1,2,2,2,2,1,4,3,2,1,1,4,3,2,1,1,4,3,2,1,4,4,4,4,6,6,1,1,1,1,4,NA,2,2,2,3,3,3,2,3,3,4,3,3,3,2,2,4,4,1,1,1,NA,2,NA,2,1,4,NA,1,"Qual2515-0424-GenPop4K[ND]","17035","515","","","","","","2eifSy8CEWF0ivAMayuee4","15311673","northeast","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=2eifSy8CEWF0ivAMayuee4&ps_hash=ee008d51cc778e6f6b66b562d4c57f260208d8ff","ee008d51cc778e6f6b66b562d4c57f260208d8ff",5,3,2,4,1,1,4,2,3,5,2,3,1,NA,NA,NA,2,1,NA,NA,5,1,4,3,2,7,6,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,6,5,7,2,3,4,1,1,NA,2,NA,1,1,NA,NA,NA,3,2,NA,1,NA,"Independent","Conservative",0.76096764613079
"433",2023-06-09 19:43:46,2023-06-09 19:48:55,0,"172.56.209.106",100,309,1,2023-06-09 19:48:56,"R_2zvuFa29K0fxf4U","","","","","36.1724","-115.0677","anonymous","EN",7,1,NA,1,NA,NA,NA,NA,"",2,2,29,2,14,"Jehovas witness",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2,2,2,2,NA,3,1,3,3,3,3,4,3,2,1,3,4,3,2,1,4,4,3,2,1,4,2,1,1,1,1,1,6,1,4,1,2,1,3,3,3,3,3,1,4,4,4,4,4,4,2,2,4,4,4,4,4,4,NA,4,NA,1,3,NA,4,"Qual2515-0424-GenPop4K[ND]","17035","309","","","","","","5rKaPIPpX3mjpEhpxmNa4y","15311673","west","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=5rKaPIPpX3mjpEhpxmNa4y&ps_hash=b8b4f3d952f20d0f281e31e8f769475add8187a3","b8b4f3d952f20d0f281e31e8f769475add8187a3",3,5,4,2,1,1,3,2,4,5,3,2,1,NA,NA,2,NA,1,NA,NA,6,1,2,3,4,7,5,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,7,2,3,6,5,4,1,1,2,NA,1,NA,1,NA,NA,NA,3,NA,2,1,NA,"Democrat","Liberal",1.25845804478202
"434",2023-06-09 19:49:00,2023-06-09 19:52:29,0,"24.248.83.234",100,209,1,2023-06-09 19:52:30,"R_1ezRuitvHRd0rSq","","","","","33.5038","-112.0253","anonymous","EN",8,2,NA,1,NA,NA,NA,NA,"",2,6,6,17,3,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",1,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,6,1,2,NA,7,2,2,3,2,1,4,3,2,1,1,4,3,2,1,1,4,3,2,1,4,2,2,3,4,3,4,2,2,2,4,NA,2,2,2,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,2,3,NA,4,NA,4,1,NA,3,4,"Qual2515-0424-GenPop4K[ND]","17035","209","","","","","","3csuZmgTrDu8cdcVH43jRl","15311673","west","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=3csuZmgTrDu8cdcVH43jRl&ps_hash=d0eb23cd8ced7b1f75079047ebf9a0483710c17c","d0eb23cd8ced7b1f75079047ebf9a0483710c17c",3,4,2,5,1,1,3,4,2,5,2,3,1,2,NA,NA,NA,1,NA,NA,4,1,5,3,7,2,6,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,5,6,3,4,7,2,1,1,NA,2,NA,1,1,NA,NA,NA,3,2,NA,NA,1,"Republican","Moderate",1.09878590412022
"435",2023-06-09 19:47:55,2023-06-09 19:52:54,0,"98.148.67.215",100,298,1,2023-06-09 19:52:55,"R_1hzrSHnqKfPQzQp","","","","","33.9168","-118.3432","anonymous","EN",9,1,1,NA,NA,NA,NA,NA,"",2,4,5,19,2,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",1,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,6,2,2,NA,2,2,3,2,3,2,1,2,3,4,2,1,2,3,4,3,1,2,3,4,4,3,3,4,4,2,2,3,2,3,4,NA,3,2,3,2,3,3,2,2,3,3,3,3,2,2,3,3,3,2,1,2,3,NA,3,NA,1,NA,3,4,"Qual2515-0424-GenPop4K[ND]","17035","298","","","","","","1wRiENzQGc5D6lqca4Rut7","15311673","west","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1wRiENzQGc5D6lqca4Rut7&ps_hash=0f678d522ac6d56d42020db855beaf7ea2085be8","0f678d522ac6d56d42020db855beaf7ea2085be8",5,2,3,4,1,1,2,3,4,5,2,3,1,NA,NA,NA,2,1,NA,NA,3,1,4,5,6,2,7,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,7,3,4,6,5,2,1,1,2,NA,1,NA,1,NA,2,NA,3,NA,NA,NA,1,"Republican","Moderate",1.09878590412022
"436",2023-06-09 19:52:34,2023-06-09 19:57:09,0,"65.182.66.193",100,274,1,2023-06-09 19:57:09,"R_2dyW7Bu2gy60vHR","","","","","32.4358","-99.7637","anonymous","EN",6,1,1,NA,NA,NA,NA,NA,"",2,5,45,9,2,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",1,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",2,3,2,2,NA,4,3,4,3,3,2,1,2,3,4,4,1,2,3,4,3,1,2,3,4,4,1,3,3,2,4,3,6,5,4,4,NA,3,2,3,1,3,4,2,3,1,3,2,2,3,3,3,3,1,3,2,3,NA,4,3,NA,1,1,NA,3,"Qual2515-0424-GenPop4K[ND]","17035","274","","","","","","7mjEMoPWJYKDi7qKEv17hD","15311673","south","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=7mjEMoPWJYKDi7qKEv17hD&ps_hash=ceb2c97fcae7d4ceed1889019d477667f7956fdc","ceb2c97fcae7d4ceed1889019d477667f7956fdc",4,3,2,5,1,1,3,4,2,5,3,2,1,NA,NA,2,NA,1,NA,NA,4,1,5,3,6,7,2,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,4,5,3,7,2,6,1,1,NA,2,1,NA,1,NA,NA,2,3,NA,NA,1,NA,"Independent","Liberal",1.06254965960808
"437",2023-06-09 19:52:57,2023-06-09 19:58:00,0,"73.143.8.229",100,303,1,2023-06-09 19:58:01,"R_28LHPdhsPeBm1Z3","","","","","41.7652","-72.7028","anonymous","EN",6,1,NA,NA,NA,NA,NA,1,"Hispanic",1,7,7,26,13,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",5,4,3,1,3,1,1,2,2,2,3,1,2,3,4,3,1,2,3,4,4,1,2,3,4,4,3,1,1,3,3,3,3,3,3,4,NA,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,1,3,4,NA,NA,3,1,NA,3,1,"Qual2515-0424-GenPop4K[ND]","17035","303","","","","","","4AtLOVP343fhzjXtkT7Yyv","15311673","northeast","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=4AtLOVP343fhzjXtkT7Yyv&ps_hash=e347c55238be4a91dab1b64bfd5fbc926d45cdea","e347c55238be4a91dab1b64bfd5fbc926d45cdea",3,2,4,5,1,1,3,2,4,5,3,2,1,NA,NA,NA,2,1,NA,NA,6,1,5,3,7,2,4,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,7,2,5,3,6,4,1,1,2,NA,NA,1,1,NA,NA,NA,3,NA,2,NA,1,"Independent","Conservative",0.76096764613079
